Keyword,Content,sentiment_score,Date_of_posting,Reply_status,reply_delay,Key_relevance,app_name
location everytime,on time smooth drive considerate,0,2025-09-10 17:59:09,0,,0.3121,Uber
considerate,on time smooth drive considerate,0,2025-09-10 17:59:09,0,,0.2347,Uber
refunded pathetic,pathetic,-1,2025-09-10 17:57:47,0,,1.0,Uber
hail cab,"awful, with near zero customer support. hail a cab.",-1,2025-09-10 17:56:05,0,,0.5868,Uber
uber customer,"awful, with near zero customer support. hail a cab.",-1,2025-09-10 17:56:05,0,,0.5002,Uber
awful app,"awful, with near zero customer support. hail a cab.",-1,2025-09-10 17:56:05,0,,0.4633,Uber
service support,"awful, with near zero customer support. hail a cab.",-1,2025-09-10 17:56:05,0,,0.2209,Uber
uber nearly,"awful, with near zero customer support. hail a cab.",-1,2025-09-10 17:56:05,0,,0.1083,Uber
respectful kind,very respectful and kind,1,2025-09-10 17:54:26,0,,0.8387,Uber
people respectful,very respectful and kind,1,2025-09-10 17:54:26,0,,0.7281,Uber
best idea,Best idea ever,1,2025-09-10 17:54:06,0,,0.8218,Uber
ride idea,Best idea ever,1,2025-09-10 17:54:06,0,,0.6382,Uber
best thing,Best idea ever,1,2025-09-10 17:54:06,0,,0.47,Uber
trip pay,if driver cencel my trip why i should pay? it’s not fair at all.,-1,2025-09-10 17:52:01,0,,0.5677,Uber
pay fair,if driver cencel my trip why i should pay? it’s not fair at all.,-1,2025-09-10 17:52:01,0,,0.4978,Uber
driver cencel,if driver cencel my trip why i should pay? it’s not fair at all.,-1,2025-09-10 17:52:01,0,,0.38,Uber
cancel trip,if driver cencel my trip why i should pay? it’s not fair at all.,-1,2025-09-10 17:52:01,0,,0.3345,Uber
fair rise,if driver cencel my trip why i should pay? it’s not fair at all.,-1,2025-09-10 17:52:01,0,,0.2566,Uber
app easy,great app easy to use,1,2025-09-10 17:50:28,0,,0.8099,Uber
great app,great app easy to use,1,2025-09-10 17:50:28,0,,0.8043,Uber
definitely use,great app easy to use,1,2025-09-10 17:50:28,0,,0.4015,Uber
easy intuitive,great app easy to use,1,2025-09-10 17:50:28,0,,0.3201,Uber
drivers great,great app easy to use,1,2025-09-10 17:50:28,0,,0.2033,Uber
wise good,good,1,2025-09-10 17:47:27,0,,1.0,Uber
spoke english,friendly Spoke English. Good driver.,1,2025-09-10 17:36:25,0,,0.64,Uber
english good,friendly Spoke English. Good driver.,1,2025-09-10 17:36:25,0,,0.5781,Uber
good driver,friendly Spoke English. Good driver.,1,2025-09-10 17:36:25,0,,0.5717,Uber
friendly,friendly Spoke English. Good driver.,1,2025-09-10 17:36:25,0,,0.477,Uber
wise good,friendly Spoke English. Good driver.,1,2025-09-10 17:36:25,0,,0.2695,Uber
accurate affordable,it's accurate and affordable and occasionally get good promos,1,2025-09-10 17:30:10,0,,0.6301,Uber
good promos,it's accurate and affordable and occasionally get good promos,1,2025-09-10 17:30:10,0,,0.5045,Uber
wise good,it's accurate and affordable and occasionally get good promos,1,2025-09-10 17:30:10,0,,0.1792,Uber
use occasional,it's accurate and affordable and occasionally get good promos,1,2025-09-10 17:30:10,0,,0.1603,Uber
responsible driver,best service and innocent and responsible driver good job,1,2025-09-10 17:24:14,0,,0.6646,Uber
best service,best service and innocent and responsible driver good job,1,2025-09-10 17:24:14,0,,0.5477,Uber
innocent,best service and innocent and responsible driver good job,1,2025-09-10 17:24:14,0,,0.3929,Uber
good job,best service and innocent and responsible driver good job,1,2025-09-10 17:24:14,0,,0.3463,Uber
good app,very bad not good app,-1,2025-09-10 17:23:58,0,,0.7184,Uber
bad good,very bad not good app,-1,2025-09-10 17:23:58,0,,0.5504,Uber
price app,very bad not good app,-1,2025-09-10 17:23:58,0,,0.5256,Uber
bad experience,very bad not good app,-1,2025-09-10 17:23:58,0,,0.5183,Uber
wise good,very bad not good app,-1,2025-09-10 17:23:58,0,,0.2978,Uber
regular taxis,app works well. what's not so great is when drivers cancel a ride after 5 or 10 minutes - this works better with regular taxis. can't give 5 stars because of that. minor point: I'd like an easy way to pick a suggestion but add a house number. like e.g. Google maps allows it now. that would make address entry significantly quicker.,0,2025-09-10 17:17:58,0,,0.491,Uber
house number,app works well. what's not so great is when drivers cancel a ride after 5 or 10 minutes - this works better with regular taxis. can't give 5 stars because of that. minor point: I'd like an easy way to pick a suggestion but add a house number. like e.g. Google maps allows it now. that would make address entry significantly quicker.,0,2025-09-10 17:17:58,0,,0.3437,Uber
app worst,app works well. what's not so great is when drivers cancel a ride after 5 or 10 minutes - this works better with regular taxis. can't give 5 stars because of that. minor point: I'd like an easy way to pick a suggestion but add a house number. like e.g. Google maps allows it now. that would make address entry significantly quicker.,0,2025-09-10 17:17:58,0,,0.3068,Uber
pick suggestion,app works well. what's not so great is when drivers cancel a ride after 5 or 10 minutes - this works better with regular taxis. can't give 5 stars because of that. minor point: I'd like an easy way to pick a suggestion but add a house number. like e.g. Google maps allows it now. that would make address entry significantly quicker.,0,2025-09-10 17:17:58,0,,0.2504,Uber
significantly quicker,app works well. what's not so great is when drivers cancel a ride after 5 or 10 minutes - this works better with regular taxis. can't give 5 stars because of that. minor point: I'd like an easy way to pick a suggestion but add a house number. like e.g. Google maps allows it now. that would make address entry significantly quicker.,0,2025-09-10 17:17:58,0,,0.2,Uber
bakbah app,bakbah app hai,0,2025-09-10 17:10:20,0,,0.899,Uber
app happened,bakbah app hai,0,2025-09-10 17:10:20,0,,0.7531,Uber
hail cab,bakbah app hai,0,2025-09-10 17:10:20,0,,0.5393,Uber
price app,bakbah app hai,0,2025-09-10 17:10:20,0,,0.5318,Uber
sued ground,"Worst support on this planet, needs to be sued into the ground for no support.",-1,2025-09-10 17:07:00,0,,0.6217,Uber
ground support,"Worst support on this planet, needs to be sued into the ground for no support.",-1,2025-09-10 17:07:00,0,,0.5935,Uber
support planet,"Worst support on this planet, needs to be sued into the ground for no support.",-1,2025-09-10 17:07:00,0,,0.5726,Uber
worst experience,"Worst support on this planet, needs to be sued into the ground for no support.",-1,2025-09-10 17:07:00,0,,0.1936,Uber
needs start,"Worst support on this planet, needs to be sued into the ground for no support.",-1,2025-09-10 17:07:00,0,,0.1208,Uber
intrusive advertising,I really hate the intrusive advertising push notifications!,-1,2025-09-10 17:02:35,0,,0.6015,Uber
push notifications,I really hate the intrusive advertising push notifications!,-1,2025-09-10 17:02:35,0,,0.5822,Uber
hate intrusive,I really hate the intrusive advertising push notifications!,-1,2025-09-10 17:02:35,0,,0.5295,Uber
really hate,I really hate the intrusive advertising push notifications!,-1,2025-09-10 17:02:35,0,,0.3621,Uber
dependable really,I really hate the intrusive advertising push notifications!,-1,2025-09-10 17:02:35,0,,0.2043,Uber
nood aap,very bad nood app for driver,-1,2025-09-10 17:00:58,0,,0.7462,Uber
bad nood,very bad nood app for driver,-1,2025-09-10 17:00:58,0,,0.6619,Uber
app driver,very bad nood app for driver,-1,2025-09-10 17:00:58,0,,0.6244,Uber
booking drivers,very bad nood app for driver,-1,2025-09-10 17:00:58,0,,0.4717,Uber
bad experience,very bad nood app for driver,-1,2025-09-10 17:00:58,0,,0.188,Uber
cheaper lift,your pricing is inconsistent! very aggravating at times. but still cheaper than lift.,-1,2025-09-10 17:00:21,0,,0.6959,Uber
pricing inconsistent,your pricing is inconsistent! very aggravating at times. but still cheaper than lift.,-1,2025-09-10 17:00:21,0,,0.6129,Uber
cheaper company,your pricing is inconsistent! very aggravating at times. but still cheaper than lift.,-1,2025-09-10 17:00:21,0,,0.3778,Uber
inconsistent aggravating,your pricing is inconsistent! very aggravating at times. but still cheaper than lift.,-1,2025-09-10 17:00:21,0,,0.2087,Uber
message times,your pricing is inconsistent! very aggravating at times. but still cheaper than lift.,-1,2025-09-10 17:00:21,0,,0.0657,Uber
wise good,Good 👍😊,1,2025-09-10 17:00:04,0,,0.794,Uber
wise good,good,1,2025-09-10 16:58:56,0,,1.0,Uber
provided,good service is provided by uber,1,2025-09-10 16:57:09,0,,0.7355,Uber
good service,good service is provided by uber,1,2025-09-10 16:57:09,0,,0.542,Uber
wise good,good service is provided by uber,1,2025-09-10 16:57:09,0,,0.1544,Uber
disgusting app,"Utterly disgusting app. Driver's cancel trip, money deducted beforehand and they won't issue refund. Don't ever download this app or your money will be in vein.",-1,2025-09-10 16:52:13,0,,0.5444,Uber
cancel trip,"Utterly disgusting app. Driver's cancel trip, money deducted beforehand and they won't issue refund. Don't ever download this app or your money will be in vein.",-1,2025-09-10 16:52:13,0,,0.4923,Uber
issue refund,"Utterly disgusting app. Driver's cancel trip, money deducted beforehand and they won't issue refund. Don't ever download this app or your money will be in vein.",-1,2025-09-10 16:52:13,0,,0.4505,Uber
booking drivers,"Utterly disgusting app. Driver's cancel trip, money deducted beforehand and they won't issue refund. Don't ever download this app or your money will be in vein.",-1,2025-09-10 16:52:13,0,,0.3179,Uber
money vein,"Utterly disgusting app. Driver's cancel trip, money deducted beforehand and they won't issue refund. Don't ever download this app or your money will be in vein.",-1,2025-09-10 16:52:13,0,,0.1721,Uber
اسعاره حلوه,اسعاره حلوه اوي,0,2025-09-10 16:48:34,0,,0.9644,Uber
حلوه اوي,اسعاره حلوه اوي,0,2025-09-10 16:48:34,0,,0.9212,Uber
bad experience,not bad,1,2025-09-10 16:41:32,0,,0.6742,Uber
trip experience,Good trip experience,1,2025-09-10 16:36:31,0,,0.8982,Uber
good tipped,Good trip experience,1,2025-09-10 16:36:31,0,,0.6976,Uber
trip details,Good trip experience,1,2025-09-10 16:36:31,0,,0.6926,Uber
bad experience,Good trip experience,1,2025-09-10 16:36:31,0,,0.5271,Uber
wise good,Good trip experience,1,2025-09-10 16:36:31,0,,0.2631,Uber
wise good,good,1,2025-09-10 16:35:11,0,,1.0,Uber
charged uber,"I want to know what it is, and why I'm being charged by Uber Technologies three times in one week.",0,2025-09-10 16:33:50,0,,0.6512,Uber
technologies,"I want to know what it is, and why I'm being charged by Uber Technologies three times in one week.",0,2025-09-10 16:33:50,0,,0.2007,Uber
times week,"I want to know what it is, and why I'm being charged by Uber Technologies three times in one week.",0,2025-09-10 16:33:50,0,,0.1631,Uber
driver knowledgeable,"I want to know what it is, and why I'm being charged by Uber Technologies three times in one week.",0,2025-09-10 16:33:50,0,,0.0764,Uber
wanted annoying,"I want to know what it is, and why I'm being charged by Uber Technologies three times in one week.",0,2025-09-10 16:33:50,0,,0.0556,Uber
wise good,good 👍,1,2025-09-10 16:33:29,0,,0.794,Uber
wise good,very good,1,2025-09-10 16:32:32,0,,0.7071,Uber
uber auto,"Really unhappy with the Uber Auto service these days. I've tried booking multiple times, waited for more than an hour, and still no auto driver accepts the ride unless I add an extra tip. It feels like they are ignoring normal bookings. What's the point of using the app if I have to struggle every single time? This has become a frustrating and disappointing experience. Uber seriously needs to look into this issue and take action",-1,2025-09-10 16:30:18,0,,0.5576,Uber
app struggle,"Really unhappy with the Uber Auto service these days. I've tried booking multiple times, waited for more than an hour, and still no auto driver accepts the ride unless I add an extra tip. It feels like they are ignoring normal bookings. What's the point of using the app if I have to struggle every single time? This has become a frustrating and disappointing experience. Uber seriously needs to look into this issue and take action",-1,2025-09-10 16:30:18,0,,0.3352,Uber
normal bookings,"Really unhappy with the Uber Auto service these days. I've tried booking multiple times, waited for more than an hour, and still no auto driver accepts the ride unless I add an extra tip. It feels like they are ignoring normal bookings. What's the point of using the app if I have to struggle every single time? This has become a frustrating and disappointing experience. Uber seriously needs to look into this issue and take action",-1,2025-09-10 16:30:18,0,,0.2935,Uber
tip feels,"Really unhappy with the Uber Auto service these days. I've tried booking multiple times, waited for more than an hour, and still no auto driver accepts the ride unless I add an extra tip. It feels like they are ignoring normal bookings. What's the point of using the app if I have to struggle every single time? This has become a frustrating and disappointing experience. Uber seriously needs to look into this issue and take action",-1,2025-09-10 16:30:18,0,,0.2099,Uber
